ResourceID,approximated by,content,content,content,content,defined by,Digital Reference Type,Digital Source,external uri,_label,_label,_label,_label,_label,language,language,language,part of,source,source,source,Statement_creation_carried out by,Statement_creation_digital reference,Statement_creation_textual reference,Statement_creation_time_begin of the begin,Statement_creation_time_begin of the end,Statement_creation_time_end of the begin,Statement_creation_time_end of the end,Statement_creation_time_label,Statement_creation_time_type,Textual Reference Type,Textual Source,type,type,type,type,type

