ResourceID,Context Amount of debris (cm3),Context Bibliography,Context Chronology,Context Collection,Context Collections for the lifting machine,Context Compiler,Context Coordinates,Context Current status,Context Description,Context Era,Context Name,Context Presence of unfinished materials,Context Project,Context Quality of the marble used/extracted,Context Quantity of extracted material (cm3),Context Square meters,Context Streets of contention,Context Surface,Context Traces of extraction tools,Context Typology

