ResourceID,carried out by,Digital Reference Type,Digital Source,during,ends before,Identifier_content,Identifier_label,Identifier_source,Identifier_type,influenced by,_label,location,Name_content,Name_label,Name_language,Name_source,Name_type,part of,starts after,Statement_content,Statement_creation_carried out by,Statement_creation_digital reference,Statement_creation_textual reference,Statement_creation_time_begin of the begin,Statement_creation_time_begin of the end,Statement_creation_time_end of the begin,Statement_creation_time_end of the end,Statement_creation_time_label,Statement_creation_time_type,Statement_label,Statement_language,Statement_name_content,Statement_name_label,Statement_name_language,Statement_name_source,Statement_name_type,Statement_type,technique,Textual Reference Type,Textual Source,TimeSpan_begin of the begin,TimeSpan_begin of the end,TimeSpan_duration_highest possible value,TimeSpan_duration_label,TimeSpan_duration_lowest possible value,TimeSpan_duration_Name_content,TimeSpan_duration_Name_label,TimeSpan_duration_Name_language,TimeSpan_duration_Name_source,TimeSpan_duration_Name_type,TimeSpan_duration_source,TimeSpan_duration_type,TimeSpan_duration_unit,TimeSpan_duration_value,TimeSpan_end of the begin,TimeSpan_end of the end,TimeSpan_label,TimeSpan_name_content,TimeSpan_name_label,TimeSpan_name_language,TimeSpan_name_source,TimeSpan_name_type,TimeSpan_statement_content,TimeSpan_statement_label,TimeSpan_statement_language,TimeSpan_statement_name_content,TimeSpan_statement_name_label,TimeSpan_statement_name_language,TimeSpan_statement_name_source,TimeSpan_statement_name_type,TimeSpan_statement_source,TimeSpan_statement_type,TimeSpan_type,type,used object,Used Set
ffa9514f-f776-4abc-a714-ac40f96f30eb,,,,,,,,,,,,,Al-Khutm,,English (language),,preferred terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
